iter	RMSE
381	77.28998396
382	77.22337093
383	77.1857359
384	77.17705645
385	77.13100695
386	76.90906726
387	76.8927754
388	76.82959042
389	76.82245423
390	76.68790167
391	76.63497877
392	76.62636994
393	76.55492166
394	76.53929297
395	76.50363721
396	76.38012415
397	76.36416664
398	76.05176224
399	75.98243127
400	75.90421782
401	75.89746991
402	75.88008919
403	75.53797654
404	75.47118176
405	75.30474458
406	75.29430532
407	75.27988624
408	75.26347387
409	75.2571502
410	75.2472655
411	75.18484027
412	74.98732005
413	74.67553238
414	74.66206243
415	74.65258272
416	74.35489799
417	74.07930113
418	74.02753512
419	73.88966059
420	73.67810696
421	73.66260821
422	73.44161516
423	73.43651916
424	73.42319598
425	73.22395458
426	73.15754041
427	73.12629296
428	73.12045961
429	73.1109634
430	73.10615946
431	72.94127692
432	72.7300293
433	72.70089826
434	72.69014999
435	72.56387734
436	72.44311706
437	72.32759527
438	72.10884265
439	72.00063606
440	71.93725004
441	71.8335634
442	71.73431332
443	71.60050104
444	71.49073598
445	71.38593451
446	71.3261772
447	71.20435371
448	71.1390843
449	70.927877
450	70.85729193
451	70.8516699
452	70.82771163
453	70.63561422
454	70.53930298
455	70.4472169
456	70.3910238
457	70.30921418
458	70.29511004
459	70.11720146
460	70.00596927
461	69.80325167
462	69.69705913
463	69.59633689
464	69.5007505
465	69.46635314
466	69.27159044
467	69.13224557
468	69.10073877
469	68.76176462
470	68.67737988
471	68.6216383
472	68.53360493
473	68.1298918
474	68.12344652
475	68.09391657
476	68.06191358
477	68.03387442
478	68.00650224
479	68.00161389
480	67.96246356
481	67.9041259
482	67.71530478
483	67.65510761
484	67.2938638
485	67.11492788
486	66.94973265
487	66.86498034
488	66.86098672
489	66.85640803
490	66.78188425
491	66.63269712
492	66.48039989
493	66.33904041
494	66.27555496
495	66.15765994
496	66.152183
497	65.8581541
498	65.82798158
499	65.76403965
500	65.72851985
501	65.70321183
502	65.58496573
503	65.2653089
504	65.20329982
505	65.16863939
506	65.10855967
507	64.99587788
508	64.92608793
509	64.82136758
510	64.71524458
511	64.63002286
512	64.43144297
513	64.29935065
514	64.26647947
515	64.23338724
516	64.14713305
517	64.11895759
518	64.11371532
519	63.98910905
520	63.9228295
521	63.91365688
522	63.90983429
523	63.90580463
524	63.84616406
525	63.78841755
526	63.75653803
527	63.61931235
528	63.49360354
529	63.46228177
530	63.39629286
531	63.37196732
532	63.34198868
533	63.28746774
534	63.23467369
535	63.11246821
536	62.99246763
537	62.82202328
538	62.69754394
539	62.63196982
540	62.6282843
541	62.49497092
542	62.44320386
543	62.44046057
544	62.26354575
545	62.14780926
546	62.03660193
547	61.94079404
548	61.67878774
549	61.65521612
550	61.59270949
551	61.35292113
552	61.32998081
553	61.11437359
554	61.09911965
555	60.83871755
556	60.73223908
557	60.71737274
558	60.55495075
559	60.53216804
560	60.52759801
561	60.51317601
562	60.36172306
563	60.33963988
564	60.26264333
565	60.24861463
566	60.23502448
567	60.08456882
568	59.88869698
569	59.78436583
570	59.76154401
571	59.53303975
572	59.39023509
573	59.38696062
574	59.1591828
575	59.13804577
576	59.12595499
577	59.02561014
578	58.95041678
579	58.8820021
580	58.86165884
581	58.75812522
582	58.69629824
583	58.69377883
584	58.59934804
585	58.59526954
586	58.49532918
587	58.42315732
588	58.42086593
589	58.1655857
590	58.09699208
591	57.85800948
592	57.6977113
593	57.63257788
594	57.6188391
595	57.60041587
596	57.53908769
597	57.44125295
598	57.42790226
599	57.19294671
600	57.11977
601	57.06137718
602	56.84724789
603	56.77860622
604	56.51305317
605	56.49990967
606	56.05271448
607	55.91388519
608	55.91017624
609	55.75353288
610	55.6075568
611	55.60520587
612	55.52989113
613	55.51896117
614	55.30389178
615	55.29088533
616	55.11584248
617	54.87068504
618	54.81906
619	54.61303245
620	54.60836992
621	54.38037889
622	54.27045029
623	54.25761312
624	54.24784522
625	54.02045814
626	53.96988743
627	53.96774959
628	53.77984772
629	53.70208797
630	53.65327195
631	53.50424358
632	53.45678212
633	53.40799472
634	53.19389448
635	53.19139097
636	53.01845795
637	53.01521291
638	52.97306082
639	52.96831391
640	52.83303295
641	52.82026094
642	52.6931967
643	52.51028061
644	52.37012202
645	52.35568883
646	52.34320496
647	52.23343124
648	52.12977681
649	51.96846034
650	51.95627869
651	51.95238795
652	51.85412449
653	51.8423005
654	51.8308472
655	51.76485901
656	51.76022084
657	51.69639579
658	51.68526929
659	51.67449045
660	51.66379143
661	51.55596751
662	51.47237726
663	51.31808348
664	51.25768453
665	51.18278298
666	51.08989963
667	51.07933753
668	51.00919005
669	50.9990028
670	50.98875464
671	50.98445845
672	50.81827021
673	50.80830942
674	50.66311979
675	50.59173793
676	50.56977989
677	50.5121603
678	50.46695849
679	50.37102787
680	50.33102671
681	50.19729254
682	50.19547094
683	50.19132663
684	50.10143684
685	50.0986941
686	49.99848358
687	49.85189445
688	49.84586657
689	49.71555027
690	49.66331422
691	49.58266378
692	49.5727701
693	49.5111589
694	49.50038152
695	49.49117377
696	49.43592855
697	49.33974749
698	49.21719948
699	49.20677827
700	49.19712357
701	49.18777074
702	49.17771909
703	49.16802494
704	49.15896087
705	49.15653892
706	49.10408626
707	49.0953497
708	48.96176316
709	48.94417254
710	48.90802961
711	48.86303622
712	48.80193427
713	48.79309262
714	48.79138016
715	48.67746365
716	48.66011994
717	48.65124802
718	48.55422235
719	48.5460026
720	48.53118697
721	48.51061113
722	48.50156881
723	48.48739529
724	48.38011564
725	48.28307073
726	48.27441073
727	48.11620014
728	48.06597273
729	48.05810885
730	47.99947516
731	47.99103882
732	47.9359162
733	47.89792688
734	47.81154749
735	47.80477958
736	47.70237538
737	47.62310578
738	47.47863966
739	47.43861493
740	47.40761463
741	47.3351747
742	47.24197935
743	47.23359084
744	47.16594747
745	47.11850986
746	47.0726036
747	47.04929033
748	47.04332739
749	47.04024561
750	47.0363545
751	46.94697637
752	46.91057558
753	46.73036993
754	46.62481
755	46.52426119
756	46.47220339
757	46.43325818
758	46.38423334
759	46.37099883
760	46.35829132
761	46.32335866
762	46.30846033
763	46.21301471
764	46.16721608
765	45.95232713
766	45.88463324
767	45.86277211
768	45.72463476
769	45.68232586
770	45.63973246
771	45.63272789
772	45.59094419
773	45.50295409
774	45.49062613
775	45.48232758
776	45.47046467
777	45.30420872
778	45.26569506
779	45.22947919
780	45.21813333
781	45.20248211
782	45.19442751
783	45.15712655
784	45.13274194
785	45.126008
786	45.11835713
787	45.07102001
788	45.06232412
789	45.02794386
790	44.94271182
791	44.8667336
792	44.81829464
793	44.81539562
794	44.8009667
795	44.76935382
796	44.75515241
797	44.72532991
798	44.71809733
799	44.67378392
800	44.64328168
801	44.63478011
802	44.57918869
803	44.55222756
804	44.51163915
805	44.49170197
806	44.48791421
807	44.46113474
808	44.38261264
809	44.30771571
810	44.29942273
811	44.2055799
812	44.19752673
813	44.15954597
814	44.15671724
815	44.07888561
816	44.07345931
817	44.03682646
818	44.0319513
819	43.98163118
820	43.89390227
821	43.86312634
822	43.78083295
823	43.71588201
824	43.56237506
825	43.52764626
826	43.47533027
827	43.47359967
828	43.3308597
829	43.19362799
830	43.16018078
831	43.12915232
832	43.11908611
833	43.11673793
834	43.07011337
835	43.06616949
836	42.93505361
837	42.90267502
838	42.89463942
839	42.86332943
840	42.85553891
841	42.84799206
842	42.82271021
843	42.77941793
844	42.75187019
845	42.70673196
846	42.66317704
847	42.65583214
848	42.64871901
849	42.64182639
850	42.61549305
851	42.61035119
852	42.53683186
853	42.4008113
854	42.27979318
855	42.27306006
856	42.254776
857	42.17702022
858	42.13139965
859	42.11265756
860	42.10610991
861	42.09976761
862	42.02759418
863	42.02143798
864	42.01431647
865	42.00451178
866	41.99503617
867	41.98791376
868	41.96426859
869	41.92936676
870	41.92636604
871	41.86373057
872	41.82201311
873	41.81602177
874	41.80716349
875	41.80135733
876	41.75881506
877	41.72488531
878	41.69714205
879	41.6372693
880	41.6316241
881	41.5746434
882	41.54216946
883	41.51274832
884	41.48884662
885	41.48335724
886	41.47406819
887	41.39982504
888	41.37079814
889	41.35169937
890	41.34374298
891	41.27474312
892	41.14647571
893	41.08676429
894	41.04991427
895	40.96954161
896	40.96415861
897	40.92200845
898	40.91904974
899	40.91711025
900	40.91188761
901	40.87853472
902	40.81914511
903	40.75369784
904	40.74861933
905	40.63608929
906	40.62770183
907	40.61961236
908	40.58600981
909	40.57819766
910	40.44278635
911	40.37545618
912	40.34390165
913	40.32378972
914	40.27062165
915	40.20749508
916	40.20581175
917	40.14293571
918	40.11684639
919	39.96868728
920	39.90889358
921	39.85772171
922	39.82187467
923	39.76614127
924	39.76109912
925	39.75621862
926	39.74818231
927	39.62195747
928	39.56132419
929	39.50109382
930	39.42990484
931	39.37486141
932	39.31871079
933	39.22222403
934	39.19428618
935	39.09486012
936	39.04129052
937	39.01853377
938	38.99173938
939	38.97624466
940	38.95057413
941	38.89708647
942	38.77012756
943	38.64229428
944	38.58481797
945	38.55106937
946	38.52877044
947	38.47765852
948	38.47092967
949	38.40074546
950	38.31623689
951	38.30218304
952	38.25294721
953	38.23108501
954	38.16592524
955	38.10812171
956	38.091375
957	38.05927014
958	38.03431365
959	38.00395761
960	37.9812093
961	37.9517839
962	37.92328183
963	37.91966244
964	37.89204858
965	37.8653009
966	37.86163828
967	37.83572502
968	37.81062434
969	37.70808882
970	37.64223297
971	37.61785119
972	37.59571985
973	37.54866318
974	37.50110018
975	37.43731114
976	37.41373251
977	37.40831684
978	37.34893371
979	37.32160556
980	37.29976094
981	37.19541852
982	37.14315816
983	37.13809658
984	37.11255169
985	36.98397655
986	36.9345208
987	36.92824691
988	36.89898714
989	36.88639631
990	36.82713704
991	36.78365473
992	36.77870211
993	36.77568484
994	36.77087769
995	36.76622964
996	36.71609597
997	36.69244653
998	36.68793482
999	36.68356606
