iter	Passed	Remaining
420	3184	4379
421	3191	4370
422	3197	4362
423	3204	4353
424	3212	4345
425	3218	4336
426	3225	4328
427	3232	4319
428	3239	4311
429	3246	4303
430	3253	4295
431	3261	4288
432	3268	4279
433	3275	4272
434	3282	4263
435	3289	4255
436	3296	4247
437	3303	4239
438	3311	4231
439	3318	4223
440	3325	4215
441	3332	4206
442	3339	4198
443	3346	4190
444	3354	4183
445	3361	4175
446	3368	4167
447	3375	4158
448	3381	4150
449	3390	4143
450	3397	4135
451	3404	4127
452	3411	4119
453	3418	4111
454	3425	4103
455	3432	4095
456	3440	4087
457	3447	4079
458	3453	4070
459	3460	4062
460	3467	4054
461	3475	4046
462	3482	4039
463	3489	4030
464	3496	4022
465	3503	4015
466	3510	4006
467	3517	3998
468	3525	3991
469	3532	3983
470	3539	3975
471	3546	3967
472	3553	3959
473	3560	3950
474	3567	3942
475	3574	3934
476	3581	3926
477	3588	3918
478	3595	3910
479	3602	3902
480	3609	3894
481	3616	3887
482	3624	3879
483	3631	3871
484	3638	3863
485	3645	3855
486	3652	3847
487	3659	3839
488	3667	3832
489	3675	3825
490	3682	3817
491	3689	3808
492	3695	3800
493	3702	3792
494	3710	3785
495	3717	3777
496	3724	3769
497	3731	3761
498	3738	3753
499	3745	3745
500	3752	3737
501	3760	3730
502	3767	3722
503	3774	3714
504	3782	3707
505	3789	3699
506	3797	3692
507	3804	3684
508	3811	3676
509	3818	3669
510	3826	3661
511	3833	3653
512	3840	3645
513	3847	3638
514	3854	3630
515	3861	3621
516	3869	3614
517	3876	3606
518	3883	3599
519	3890	3591
520	3898	3583
521	3905	3576
522	3911	3567
523	3918	3559
524	3925	3551
525	3932	3543
526	3940	3537
527	3948	3529
528	3956	3522
529	3963	3515
530	3971	3508
531	3979	3500
532	3987	3493
533	3994	3486
534	4002	3478
535	4010	3471
536	4017	3463
537	4025	3456
538	4032	3448
539	4039	3441
540	4046	3433
541	4054	3426
542	4061	3418
543	4069	3411
544	4077	3404
545	4084	3396
546	4092	3389
547	4099	3381
548	4107	3373
549	4114	3366
550	4121	3358
551	4128	3350
552	4135	3343
553	4143	3335
554	4149	3327
555	4156	3319
556	4163	3311
557	4170	3303
558	4177	3295
559	4184	3287
560	4192	3280
561	4198	3272
562	4206	3264
563	4214	3257
564	4221	3250
565	4229	3242
566	4236	3235
567	4243	3227
568	4250	3219
569	4257	3211
570	4264	3203
571	4271	3196
572	4278	3188
573	4285	3180
574	4292	3172
575	4299	3165
576	4306	3157
577	4313	3149
578	4320	3141
579	4327	3133
580	4334	3126
581	4341	3118
582	4349	3110
583	4356	3103
584	4362	3095
585	4369	3087
586	4376	3079
587	4383	3071
588	4391	3064
589	4398	3056
590	4405	3048
591	4412	3040
592	4419	3033
593	4426	3025
594	4433	3017
595	4440	3010
596	4447	3002
597	4455	2994
598	4462	2987
599	4469	2979
600	4476	2971
601	4483	2963
602	4490	2956
603	4498	2949
604	4506	2942
605	4520	2939
606	4530	2933
607	4540	2927
608	4551	2922
609	4561	2916
610	4569	2909
611	4578	2902
612	4586	2895
613	4594	2888
614	4601	2880
615	4608	2872
616	4616	2865
617	4623	2857
618	4631	2850
619	4638	2842
620	4645	2835
621	4652	2827
622	4659	2819
623	4666	2812
624	4673	2804
625	4680	2796
626	4687	2788
627	4694	2780
628	4701	2773
629	4709	2765
630	4715	2757
631	4722	2750
632	4730	2742
633	4737	2734
634	4744	2726
635	4751	2719
636	4759	2712
637	4766	2704
638	4773	2696
639	4779	2688
640	4787	2681
641	4793	2673
642	4800	2665
643	4807	2657
644	4814	2649
645	4821	2641
646	4828	2634
647	4835	2626
648	4842	2618
649	4848	2610
650	4855	2603
651	4862	2595
652	4869	2587
653	4876	2579
654	4883	2572
655	4891	2564
656	4898	2557
657	4905	2549
658	4913	2542
659	4919	2534
660	4926	2526
661	4933	2519
662	4940	2511
663	4947	2503
664	4954	2495
665	4961	2488
666	4968	2480
667	4975	2472
668	4982	2465
669	4989	2457
670	4996	2449
671	5003	2442
672	5010	2434
673	5017	2426
674	5024	2419
675	5031	2411
676	5039	2404
677	5046	2396
678	5053	2389
679	5060	2381
680	5067	2373
681	5074	2366
682	5081	2358
683	5089	2351
684	5096	2343
685	5103	2336
686	5110	2328
687	5117	2320
688	5124	2313
689	5131	2305
690	5138	2297
691	5145	2290
692	5152	2282
693	5159	2274
694	5166	2267
695	5173	2259
696	5181	2252
697	5188	2244
698	5195	2237
699	5202	2229
700	5209	2221
701	5215	2214
702	5222	2206
703	5230	2198
704	5237	2191
705	5244	2183
706	5251	2176
707	5258	2168
708	5265	2161
709	5272	2153
710	5280	2146
711	5287	2138
712	5294	2131
713	5301	2123
714	5308	2116
715	5316	2108
716	5323	2101
717	5330	2093
718	5337	2086
719	5345	2078
720	5351	2070
721	5358	2063
722	5365	2055
723	5372	2048
724	5379	2040
725	5386	2032
726	5393	2025
727	5400	2017
728	5407	2010
729	5414	2002
730	5421	1995
731	5428	1987
732	5435	1979
733	5442	1972
734	5449	1964
735	5456	1957
736	5463	1949
737	5469	1941
738	5477	1934
739	5483	1926
740	5490	1919
741	5497	1911
742	5503	1903
743	5511	1896
744	5518	1888
745	5525	1881
746	5532	1873
747	5539	1866
748	5546	1858
749	5553	1851
750	5560	1843
751	5567	1836
752	5574	1828
753	5582	1821
754	5590	1814
755	5597	1806
756	5604	1799
757	5611	1791
758	5618	1784
759	5625	1776
760	5632	1769
761	5639	1761
762	5647	1754
763	5654	1746
764	5660	1738
765	5667	1731
766	5675	1723
767	5682	1716
768	5688	1708
769	5696	1701
770	5703	1693
771	5709	1686
772	5717	1678
773	5724	1671
774	5731	1664
775	5738	1656
776	5746	1649
777	5753	1641
778	5760	1634
779	5766	1626
780	5773	1618
781	5780	1611
782	5787	1603
783	5793	1596
784	5800	1588
785	5807	1581
786	5814	1573
787	5821	1566
788	5828	1558
789	5835	1551
790	5842	1543
791	5849	1536
792	5856	1528
793	5863	1521
794	5870	1513
795	5877	1506
796	5884	1498
797	5892	1491
798	5899	1484
799	5906	1476
800	5913	1469
801	5921	1461
802	5928	1454
803	5936	1447
804	5943	1439
805	5950	1432
806	5957	1424
807	5964	1417
808	5971	1409
809	5979	1402
810	5986	1395
811	5993	1387
812	6000	1380
813	6008	1372
814	6015	1365
815	6022	1358
816	6029	1350
817	6036	1343
818	6043	1335
819	6050	1328
820	6057	1320
821	6065	1313
822	6072	1305
823	6079	1298
824	6086	1291
825	6093	1283
826	6101	1276
827	6108	1268
828	6115	1261
829	6122	1253
830	6128	1246
831	6135	1238
832	6143	1231
833	6150	1224
834	6157	1216
835	6164	1209
836	6171	1201
837	6179	1194
838	6187	1187
839	6194	1179
840	6201	1172
841	6209	1165
842	6216	1157
843	6223	1150
844	6231	1143
845	6238	1135
846	6246	1128
847	6253	1120
848	6261	1113
849	6268	1106
850	6275	1098
851	6283	1091
852	6290	1084
853	6298	1076
854	6305	1069
855	6313	1062
856	6320	1054
857	6328	1047
858	6335	1039
859	6342	1032
860	6350	1025
861	6357	1017
862	6364	1010
863	6371	1002
864	6379	995
865	6386	988
866	6392	980
867	6399	973
868	6406	965
869	6415	958
870	6422	951
871	6429	943
872	6436	936
873	6443	928
874	6450	921
875	6457	914
876	6465	906
877	6472	899
878	6479	891
879	6486	884
880	6493	877
881	6500	869
882	6507	862
883	6514	854
884	6521	847
885	6528	840
886	6535	832
887	6542	825
888	6549	817
889	6557	810
890	6564	803
891	6571	795
892	6578	788
893	6586	780
894	6593	773
895	6600	766
896	6607	758
897	6614	751
898	6621	743
899	6628	736
900	6635	729
901	6642	721
902	6649	714
903	6656	706
904	6663	699
905	6671	692
906	6678	684
907	6685	677
908	6692	670
909	6699	662
910	6706	655
911	6713	647
912	6721	640
913	6728	633
914	6736	625
915	6742	618
916	6749	610
917	6756	603
918	6763	596
919	6770	588
920	6777	581
921	6784	573
922	6791	566
923	6798	559
924	6805	551
925	6812	544
926	6819	537
927	6826	529
928	6833	522
929	6840	514
930	6848	507
931	6855	500
932	6862	492
933	6869	485
934	6876	478
935	6883	470
936	6890	463
937	6897	455
938	6904	448
939	6911	441
940	6919	433
941	6926	426
942	6932	419
943	6939	411
944	6946	404
945	6953	396
946	6960	389
947	6967	382
948	6974	374
949	6981	367
950	6988	360
951	6995	352
952	7002	345
953	7009	337
954	7016	330
955	7023	323
956	7030	315
957	7037	308
958	7044	301
959	7050	293
960	7057	286
961	7064	279
962	7071	271
963	7078	264
964	7085	256
965	7092	249
966	7099	242
967	7106	234
968	7113	227
969	7120	220
970	7127	212
971	7134	205
972	7140	198
973	7147	190
974	7155	183
975	7162	176
976	7169	168
977	7176	161
978	7183	154
979	7190	146
980	7197	139
981	7205	132
982	7213	124
983	7220	117
984	7227	110
985	7234	102
986	7242	95
987	7249	88
988	7256	80
989	7263	73
990	7270	66
991	7277	58
992	7284	51
993	7291	44
994	7298	36
995	7305	29
996	7312	22
997	7319	14
998	7326	7
999	7333	0
